Schlüssel-Profilmap,Profilnummer,Buchungskreis,Sparte,Profilname,Profiltyp,ProfilID (SBP),SBPNomenklatur,ProfilID (SBP) Map SigLinDe,SBPNomenklaturMapSigLinDE,Stand
,1100034642,,Strom,G0 von VNB SVN0001761 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046891,,Strom,G0 von VNB SVN0001864 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040878,,Strom,G0 von VNB SVN0001957 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037324,,Strom,G0 von VNB SVN0001976 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100043805,,Strom,G00 von VNB SVN0001093 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100041608,,Strom,G01 von VNB SVN0000975 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100041093,,Strom,G01 von VNB SVN0001712 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100042097,,Strom,G0B von VNB SVN0001624 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100044393,,Strom,G0F von VNB SVN0000667 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049757,,Strom,G0H von VNB SVN0003551 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100005317,,Strom,G0N von VNB SVN9000504 an LIEF SLF0000398,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1000001013,,Strom,G1 Gewerbe werktags 8-18 Sachsen-Anhalt,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100041393,,Strom,G1 von VNB SVN0000219 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100040607,,Strom,G1 von VNB SVN0000561 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100036109,,Strom,G1 von VNB SVN0001128 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100044156,,Strom,G1 von VNB SVN0001261 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100041294,,Strom,G11 von VNB SVN0000668 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100034690,,Strom,G14 von VNB SVN0001856 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100045264,,Strom,G1B von VNB SVN0000161 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100044127,,Strom,G1F von VNB SVN0001201 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100049761,,Strom,G1H von VNB SVN0003551 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100006065,,Strom,G2 von VNB SVN0000120 an LIEF SLF9000502,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100035412,,Strom,G2 von VNB SVN0000348 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100045535,,Strom,G2 von VNB SVN0000352 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100041508,,Strom,G2 von VNB SVN0000361 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100033617,,Strom,G2 von VNB SVN0000450 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100035548,,Strom,G2 von VNB SVN0000541 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100035601,,Strom,G2 von VNB SVN0000607 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100033876,,Strom,G2 von VNB SVN0000844 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046522,,Strom,G2 von VNB SVN0001126 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100036265,,Strom,G2 von VNB SVN0001211 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100044184,,Strom,G2 von VNB SVN0001356 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100047354,,Strom,G2 von VNB SVN0001477 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046021,,Strom,G2 von VNB SVN0001509 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100041142,,Strom,G2 von VNB SVN0001545 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100040311,,Strom,G2 von VNB SVN0001928 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100042532,,Strom,G2 von VNB SVN0001994 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049554,,Strom,G2 von VNB SVN0003503 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049659,,Strom,G2 von VNB SVN0003535 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049733,,Strom,G2 von VNB SVN0003543 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100041215,,Strom,G21 von VNB SVN0001155 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100036989,,Strom,G21 von VNB SVN0001714 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049772,,Strom,G2F von VNB SVN0001658 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049675,,Strom,G2K von VNB SVN0001873 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049739,,Strom,G3 von VNB SVN0000452 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100046594,,Strom,G3 von VNB SVN0001529 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100036990,,Strom,G31 von VNB SVN0001714 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045357,,Strom,G3B von VNB SVN0000161 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045534,,Strom,G4 von VNB SVN0000352 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049379,,Strom,G4 von VNB SVN0000401 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100035603,,Strom,G4 von VNB SVN0000607 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100035627,,Strom,G4 von VNB SVN0000664 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100034197,,Strom,G4 von VNB SVN0001108 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049527,,Strom,G4 von VNB SVN0001116 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100040390,,Strom,G4 von VNB SVN0001245 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100036414,,Strom,G4 von VNB SVN0001314 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100042154,,Strom,G4 von VNB SVN0001387 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049725,,Strom,G4 von VNB SVN0001473 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100047352,,Strom,G4 von VNB SVN0001477 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100036577,,Strom,G4 von VNB SVN0001484 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100040337,,Strom,G4 von VNB SVN0001531 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046071,,Strom,G4 von VNB SVN0001717 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049301,,Strom,G4 von VNB SVN0003504 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049769,,Strom,G4F von VNB SVN0001658 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100045339,,Strom,G4N von VNB SVN0000161 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100036739,,Strom,G4S von VNB SVN0001574 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100033456,,Strom,G5 von VNB SVN0000145 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100036375,,Strom,G5 von VNB SVN0001294 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100035894,,Strom,G6 von VNB SVN0000960 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100045844,,Strom,G6 von VNB SVN0001038 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100035995,,Strom,G6 von VNB SVN0001049 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100043849,,Strom,G6 von VNB SVN0001309 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100044183,,Strom,G6 von VNB SVN0001356 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100044228,,Strom,G6 von VNB SVN0001522 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100049303,,Strom,G6 von VNB SVN0003504 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100049661,,Strom,G6 von VNB SVN0003535 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100040289,,Strom,H0 von VNB SVN0000032 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049777,,Strom,H0 von VNB SVN0000177 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041403,,Strom,H0 von VNB SVN0000217 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100035542,,Strom,H0 von VNB SVN0000528 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100035553,,Strom,H0 von VNB SVN0000541 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043966,,Strom,H0 von VNB SVN0000574 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046457,,Strom,H0 von VNB SVN0000637 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100035630,,Strom,H0 von VNB SVN0000664 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100035638,,Strom,H0 von VNB SVN0000672 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049503,,Strom,H0 von VNB SVN0000699 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049515,,Strom,H0 von VNB SVN0000835 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041480,,Strom,H0 von VNB SVN0000836 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100048632,,Strom,H0 von VNB SVN0000962 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040434,,Strom,H0 von VNB SVN0001013 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043802,,Strom,H0 von VNB SVN0001033 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043542,,Strom,H0 von VNB SVN0001088 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042228,,Strom,H0 von VNB SVN0001096 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036060,,Strom,H0 von VNB SVN0001101 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036115,,Strom,H0 von VNB SVN0001128 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042205,,Strom,H0 von VNB SVN0001181 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036270,,Strom,H0 von VNB SVN0001211 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036301,,Strom,H0 von VNB SVN0001216 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100048636,,Strom,H0 von VNB SVN0001227 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042600,,Strom,H0 von VNB SVN0001263 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100034329,,Strom,H0 von VNB SVN0001373 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100048669,,Strom,H0 von VNB SVN0001451 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100047349,,Strom,H0 von VNB SVN0001477 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041144,,Strom,H0 von VNB SVN0001545 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042108,,Strom,H0 von VNB SVN0001614 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042102,,Strom,H0 von VNB SVN0001620 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040024,,Strom,H0 von VNB SVN0001642 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100034649,,Strom,H0 von VNB SVN0001761 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040711,,Strom,H0 von VNB SVN0001848 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046898,,Strom,H0 von VNB SVN0001864 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049334,,Strom,H0 von VNB SVN0003503 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049662,,Strom,H0 von VNB SVN0003535 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049709,,Strom,H0 von VNB SVN0003546 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049577,,Strom,H0 von VNB SVN9003147 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041163,,Strom,H00 von VNB SVN0001478 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036518,,Strom,H01 von VNB SVN0001430 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036994,,Strom,H01 von VNB SVN0001714 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100002853,,Strom,H04 von VNB SVN0001856 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045960,,Strom,H0F von VNB SVN0001305 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046028,,Strom,H0F von VNB SVN0001548 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100034636,,Strom,H0F von VNB SVN0001747 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041053,,Strom,H0F von VNB SVN0001797 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049695,,Strom,H0H von VNB SVN0003548 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049756,,Strom,H0H von VNB SVN0003551 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043975,,Strom,H0I von VNB SVN0000607 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036742,,Strom,H0S von VNB SVN0001574 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100048598,,Strom,H1 von VNB SVN0000967 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036472,,Strom,HHL von VNB SVN0001396 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100035359,,Strom,L0 von VNB SVN0000323 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100016835,,Strom,L0 von VNB SVN0001227 an LIEF SLF9000502,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100049252,,Strom,L0 von VNB SVN0001230 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100040321,,Strom,L0 von VNB SVN0001928 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100034717,,Strom,L03 von VNB SVN0001856 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100037456,,Strom,L0B von VNB SVN9003138 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100049773,,Strom,L0F von VNB SVN0001658 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100033503,,Strom,L1 von VNB SVN0000280 an LIEF SLF9000506,Milchwirtschaft,L1,L1,L1,L1,2019-04-13 00:00:00
,1100035172,,Strom,L2 von VNB SVN0000048 an LIEF SLF9000506,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100033641,,Strom,L2 von VNB SVN0000484 an LIEF SLF9000506,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100040029,,Strom,L2 von VNB SVN0001580 an LIEF SLF9000506,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100034171,,Strom,NS0 von VNB SVN0001056 an LIEF SLF9000506,Nachtspeicherheizung getrennte Messung,N21,N21,N21,N21,2019-04-13 00:00:00
,1100049738,,Strom,Pauschalprofil für manuelle Zuordnung,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045785,,Strom,RL0 von VNB SVN0000921 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100049645,,Strom,SBN von VNB SVN0003538 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100049618,,Strom,SBN von VNB SVN0003545 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100033977,,Strom,SP1 von VNB SVN0000909 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1510010169,,Strom,TLP HZ1 gemeinsame Messung (Prognose),Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1510011548,,Strom,TLP KEVAG (095160) UVS (SPH),"Unterbrechbare Verbrauchseinrichtungen, Speicherheizung",HE,HE,HE,HE,2019-04-13 00:00:00
,1510011660,,Strom,TLP Netze Augsburg WP(WPT) (10852),Wärmepumpen und Direktheizung,HZ2,HZ2,HZ2,HZ2,2019-04-13 00:00:00
,1510012051,,Strom,TLP SVN SVN0000268 (107380) EZ2 (NS),Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1510011967,,Strom,TLP SVN0000015 (10738) AP0 + EP1 (WP),Wärmepumpen und Direktheizung,HZ2,HZ2,HZ2,HZ2,2019-04-13 00:00:00
,1510011850,,Strom,TLP SVN0000311 (10529) WP1 (WP),"Unterbrechbare Verbrauchseinrichtungen, Speicherheizung",HE,HE,HE,HE,2019-04-13 00:00:00
,1510011958,,Strom,TLP SVN0000403 (10710) T01 (NS),"Unterbrechbare Verbrauchseinrichtungen, Speicherheizung",HE,HE,HE,HE,2019-04-13 00:00:00
,1510011768,,Strom,TLP SVN0000552 (10035) E1 (SP),Speicherheizung ohne Tagnachladung,E1,E1,E1,E1,2019-04-13 00:00:00
,1510011605,,Strom,TLP SVN0000940 (104170) NS1 (SP),Speicherheizung,NS1,NS1,NS1,NS1,2019-04-13 00:00:00
,1510011762,,Strom,TLP SVN0001856 (10637) SP2 (SP),Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1510012059,,Strom,TLP SVN0001946 10147 HN0 (HZ),Speicherheizung mit Tagnachladung,E2,E2,E2,E2,2019-04-13 00:00:00
,1510012060,,Strom,TLP SVN0001946 10147 WPH (WP),Wärmepumpe,W1,W1,W1,W1,2019-04-13 00:00:00
,1510012011,,Strom,TLP SVN0003530 (103250) WPS + WP0 (WP),Wärmepumpen und Direktheizung,HZ2,HZ2,HZ2,HZ2,2019-04-13 00:00:00
,1510012054,,Strom,TLP SVN9000504 (10348) HZN (NS),Speicherheizung,HAV,HAV,HAV,HAV,2019-04-13 00:00:00
,1510012053,,Strom,TLP SVN9000504 (10359) HZS (NS),Speicherheizung,HAV,HAV,HAV,HAV,2019-04-13 00:00:00
,1510012047,,Strom,TMZ SVN9000504 Gardelegen (10359),Speicherheizung,HAV,HAV,HAV,HAV,2019-04-13 00:00:00
,1100035406,,Strom,U50 von VNB SVN0000344 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1100034174,,Strom,WP0 von VNB SVN0001056 an LIEF SLF9000506,Wärmepumpe,W21,W21,W21,W21,2019-04-13 00:00:00
,1100040584,,Strom,Z0 von VNB SVN0000584 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1510012050,,Gas,Dummy Gas SLP Ist für man. Aufbau,Default04 - Summeprofil aus allen Gewerbe und HEF und HMF Deutschland,DEF04,DEF04,DEF04,DEF04,2019-04-13 00:00:00
,1510012150,,Gas,Gas SLP 1D3 Luedinghausen-Brochtrup  SigLinDe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),1D3,DE_HEF33,1D3,DE_HEF33,2019-04-13 00:00:00
,1510012144,,Gas,Gas SLP 1D3 Tuttlingen SigLinDe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),1D3,DE_HEF33,1D3,DE_HEF33,2019-04-13 00:00:00
,1510012145,,Gas,Gas SLP 2D3 Tuttlingen SigLinDe,Mehrfamilienhaus (Jahresverbrauch > 50.000 kWh),2D3,DE_HMF33,2D3,DE_HMF33,2019-04-13 00:00:00
,1510012152,,Gas,Gas SLP AH3 Luedinghausen-Brochtrup  SigLinDe,"Einzelhandel, Großhandel",AH3,GHA33,AH3,GHA33,2019-04-13 00:00:00
,1510012146,,Gas,Gas SLP AH3 Tuttlingen SigLinDe,"Einzelhandel, Großhandel",AH3,GHA33,AH3,GHA33,2019-04-13 00:00:00
,1510011363,,Gas,Gas SLP D14 Frankfurt-Westend geom. Reihe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510011174,,Gas,Gas SLP D14 Kall-Sistig Ist,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510011366,,Gas,Gas SLP D14 Kleiner Inselsberg geom. Reihe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510011090,,Gas,Gas SLP D14 Mannheim geom. Reihe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510011138,,Gas,Gas SLP D14 Öhringen geom. Reihe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510011405,,Gas,Gas SLP D14 Tuttlingen geom. Reihe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510011357,,Gas,Gas SLP D14 Waldems-Reinborn geom. Reihe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510010928,,Gas,Gas SLP D14 Worms geom. Reihe,Einfamilienhaus (Jahresverbrauch < 50.000 kWh),D14,DE_HEF04,D14,DE_HEF04,2019-04-13 00:00:00
,1510011076,,Gas,Gas SLP D24 Frankfurt-Flughafen geom. Reihe,Mehrfamilienhaus (Jahresverbrauch > 50.000 kWh),D24,DE_HMF04,D24,DE_HMF04,2019-04-13 00:00:00
,1510011364,,Gas,Gas SLP D24 Frankfurt-Westend geom. Reihe,Mehrfamilienhaus (Jahresverbrauch > 50.000 kWh),D24,DE_HMF04,D24,DE_HMF04,2019-04-13 00:00:00
,1510011091,,Gas,Gas SLP D24 Mannheim geom. Reihe,Mehrfamilienhaus (Jahresverbrauch > 50.000 kWh),D24,DE_HMF04,D24,DE_HMF04,2019-04-13 00:00:00
,1510011406,,Gas,Gas SLP D24 Tuttlingen geom. Reihe,Mehrfamilienhaus (Jahresverbrauch > 50.000 kWh),D24,DE_HMF04,D24,DE_HMF04,2019-04-13 00:00:00
,1510010071,,Gas,Gas SLP GB5 Schauenburg-Elgershausen geom. Reihe,Gartenbau,GB5,GGB05,GB5,GGB05,2019-04-13 00:00:00
,1510010978,,Gas,Gas SLP HA4 Bochum-Sundern geom. Reihe,"Einzelhandel, Großhandel",HA4,GHA04,HA4,GHA04,2019-04-13 00:00:00
